NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOC,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Pegasus School Of Liberal Arts And Sciences,2016,1,646,500,298,294,58
Pegasus School Of Liberal Arts And Sciences,2017,1,599,535,242,235,55
Pegasus School Of Liberal Arts And Sciences,2018,1,653,572,174,168,61
Phoenix Charter School,2002,1,195,44,0,0,8
Phoenix Charter School,2003,1,233,98,0,0,14
Phoenix Charter School,2004,1,255,115,14,12,26
Phoenix Charter School,2005,1,271,110,23,19,33
Phoenix Charter School,2006,1,302,171,35,29,41
Phoenix Charter School,2007,1,401,228,37,34,44
Phoenix Charter School,2008,1,444,257,36,35,46
Phoenix Charter School,2009,1,479,305,43,43,51
Phoenix Charter School,2010,1,448,286,39,39,45
Phoenix Charter School,2011,1,546,364,44,43,52
Phoenix Charter School,2012,1,537,385,58,55,60
Phoenix Charter School,2013,1,602,415,64,61,74
Phoenix Charter School,2014,1,658,460,57,56,71
Phoenix Charter School,2015,1,717,543,106,97,65
Pineywoods Community Academy,2000,1,208,23,0,0,12
Pineywoods Community Academy,2001,1,275,12,0,0,20
Pineywoods Community Academy,2002,1,187,86,0,0,21
Pineywoods Community Academy,2003,1,182,99,11,9,25
Pineywoods Community Academy,2004,1,197,107,3,3,24
Pineywoods Community Academy,2005,1,206,114,1,1,20
Pineywoods Community Academy,2006,1,220,132,3,1,26
Pineywoods Community Academy,2007,1,263,145,1,1,34
Pineywoods Community Academy,2008,1,313,185,1,1,36
Pineywoods Community Academy,2009,1,304,209,1,1,45
Pineywoods Community Academy,2010,2,336,206,0,0,39
Pineywoods Community Academy,2011,2,465,272,0,0,41
Pineywoods Community Academy,2012,2,554,350,0,0,48
Pineywoods Community Academy,2013,2,635,320,0,0,45
Pineywoods Community Academy,2014,2,701,344,21,21,46
Pineywoods Community Academy,2015,2,811,407,41,41,49
Pineywoods Community Academy,2016,2,966,451,51,50,58
Pineywoods Community Academy,2017,3,1037,470,58,58,69
Pineywoods Community Academy,2018,3,1020,517,55,55,82
Pioneer Technology & Arts Academy,2017,2,77,43,14,14,5
Pioneer Technology & Arts Academy,2018,2,289,176,59,58,19
Por Vida Academy,1997,1,153,122,0,0,0
Por Vida Academy,1998,1,152,123,0,0,0
Por Vida Academy,1999,1,146,118,0,0,6
Por Vida Academy,2000,1,184,140,0,0,21
Por Vida Academy,2001,1,183,152,0,0,10
Por Vida Academy,2002,1,199,155,0,0,17
Por Vida Academy,2003,2,321,238,0,0,46
Por Vida Academy,2004,3,365,211,0,0,45
Por Vida Academy,2005,3,361,202,2,2,47
Por Vida Academy,2006,3,351,173,4,4,42
Por Vida Academy,2007,3,329,193,2,2,46
Por Vida Academy,2008,3,372,282,2,2,73
Por Vida Academy,2009,3,307,268,0,0,66
Por Vida Academy,2010,3,304,253,5,5,76
Por Vida Academy,2011,3,339,254,1,1,63
Por Vida Academy,2012,3,353,296,1,1,50
Por Vida Academy,2013,3,311,248,4,4,47
Por Vida Academy,2014,3,303,211,1,1,52
Por Vida Academy,2015,3,352,224,1,1,35
Por Vida Academy,2016,3,322,248,0,0,40
Por Vida Academy,2017,3,262,209,1,0,31
Por Vida Academy,2018,3,269,227,0,0,32
Positive Solutions Charter School,1999,1,25,19,0,0,0
Positive Solutions Charter School,2000,1,156,40,0,0,11
Positive Solutions Charter School,2001,1,204,78,0,0,6
Positive Solutions Charter School,2002,1,247,190,0,0,10
Positive Solutions Charter School,2003,1,202,163,0,0,18
Positive Solutions Charter School,2004,2,277,228,0,0,35
Positive Solutions Charter School,2005,2,309,245,2,2,43
Positive Solutions Charter School,2006,2,245,204,2,2,31
Positive Solutions Charter School,2007,2,151,133,0,0,22
Positive Solutions Charter School,2008,2,161,100,0,0,16
Positive Solutions Charter School,2009,1,165,151,0,0,16
Positive Solutions Charter School,2010,1,224,209,0,0,17
Positive Solutions Charter School,2011,1,157,150,0,0,8
Positive Solutions Charter School,2012,1,151,141,0,0,20
Positive Solutions Charter School,2013,1,167,158,9,0,9
Positive Solutions Charter School,2014,1,183,164,4,3,25
Positive Solutions Charter School,2015,1,172,160,17,15,18
Positive Solutions Charter School,2016,1,163,147,7,6,19
Positive Solutions Charter School,2017,1,152,141,5,5,11
Positive Solutions Charter School,2018,1,125,115,8,8,8
Premier High Schools,2001,1,50,40,0,0,9
Premier High Schools,2002,1,56,36,2,2,5
Premier High Schools,2003,1,59,31,13,14,11
Premier High Schools,2004,1,66,36,5,5,9
Premier High Schools,2005,1,70,37,1,4,17
Premier High Schools,2006,1,69,41,7,7,15
Premier High Schools,2007,1,75,50,3,2,12
Premier High Schools,2008,3,163,76,0,0,33
Premier High Schools,2009,4,220,135,0,0,32
Premier High Schools,2010,4,219,156,3,3,34
Premier High Schools,2011,1,191,130,0,0,33
Premier High Schools,2012,23,3888,2852,1292,1292,321
Premier High Schools,2013,26,3824,2737,1215,1215,291
Premier High Schools,2014,27,3373,2227,1014,1014,259
Premier High Schools,2015,27,3591,2389,1022,1022,271
Premier High Schools,2016,31,6435,3646,1126,1126,564
Premier High Schools,2017,33,7022,4337,1262,1262,716
Premier High Schools,2018,34,7227,4195,1122,1121,817
Premier Learning Academy,2012,1,356,244,1,1,19
Premier Learning Academy,2013,1,362,265,24,24,27
Premier Learning Academy,2014,1,418,323,30,28,26
Premier Learning Academy,2015,1,510,417,53,51,28
Premier Learning Academy,2016,1,459,379,59,57,15
Prepared Table,2000,1,823,602,0,0,47
Prepared Table,2001,2,1752,1751,0,0,105
Prepared Table,2002,3,1287,1287,0,0,38
Prime Prep Academy,2013,2,577,307,0,0,15
Prime Prep Academy,2014,2,606,409,0,0,25
Prime Prep Academy,2015,2,327,243,0,0,18
Priority Charter Schools,2000,1,43,27,0,0,13
Priority Charter Schools,2001,1,89,47,0,0,23
Priority Charter Schools,2002,1,161,120,0,0,37
Priority Charter Schools,2003,1,100,79,0,0,30
Priority Charter Schools,2004,1,144,101,0,0,26
Priority Charter Schools,2005,1,123,95,0,0,32
Priority Charter Schools,2006,1,106,91,0,0,26
Priority Charter Schools,2007,1,91,75,0,0,15
Priority Charter Schools,2008,1,142,99,3,3,14
Priority Charter Schools,2009,1,180,122,2,2,22
Priority Charter Schools,2010,1,179,138,2,2,26
Priority Charter Schools,2011,1,165,115,2,2,20
Priority Charter Schools,2012,1,267,161,0,0,27
Priority Charter Schools,2013,2,448,253,1,0,42
Priority Charter Schools,2014,5,885,463,1,0,90
Priority Charter Schools,2015,5,914,463,11,11,88
Priority Charter Schools,2016,5,1030,539,28,28,97
Priority Charter Schools,2017,4,815,337,17,14,98
Priority Charter Schools,2018,4,960,525,35,32,108
Promesa Public Schools,2010,1,88,80,41,41,6
Promesa Public Schools,2011,1,179,160,62,85,20
Promesa Public Schools,2012,1,308,278,85,85,34
Promesa Public Schools,2013,1,717,649,172,172,75
Promesa Public Schools,2014,2,854,801,227,227,104
Promesa Public Schools,2015,2,847,728,195,188,86
Promesa Public Schools,2016,2,793,752,231,231,81
Promesa Public Schools,2017,2,669,590,172,172,58
Promesa Public Schools,2018,2,633,513,184,139,48
Promise Community School,2003,1,33,31,1,0,3
Promise Community School,2004,1,71,55,0,0,6
Promise Community School,2005,2,384,366,0,0,20
Promise Community School,2006,2,579,570,247,253,40
Promise Community School,2007,2,875,864,382,377,69
Promise Community School,2008,2,1111,1096,582,582,61
Promise Community School,2009,4,1450,1419,644,644,60
Promise Community School,2010,4,1530,1501,812,812,83
Promise Community School,2011,4,1752,1726,978,977,110
Promise Community School,2012,6,1837,1825,1102,1099,126
Promise Community School,2013,6,1941,1874,1077,1048,173
Promise Community School,2014,6,1998,1949,1140,1113,198
Promise Community School,2015,5,1867,1691,1071,1046,169
Promise Community School,2016,5,1888,1841,1103,1075,144
Promise Community School,2017,5,1936,1902,1184,1167,162
Promise Community School,2018,5,1913,1889,1159,1143,167
Ranch Academy,2000,1,42,12,0,0,9
Ranch Academy,2001,1,40,0,0,0,10
Ranch Academy,2002,1,65,0,0,0,13
Ranch Academy,2003,1,42,0,0,0,8
Ranch Academy,2004,1,55,10,0,0,8
Ranch Academy,2005,1,45,4,0,0,8
Ranch Academy,2006,1,39,8,0,0,6
Ranch Academy,2007,1,33,5,0,0,6
Ranch Academy,2008,1,38,2,0,0,4
Ranch Academy,2009,2,84,37,0,0,33
Ranch Academy,2010,2,88,56,0,0,40
Ranch Academy,2011,2,96,50,0,0,32
Ranch Academy,2012,2,99,58,0,0,38
Ranch Academy,2013,2,100,47,0,0,35
Ranch Academy,2014,2,95,58,0,0,37
Ranch Academy,2015,2,114,66,0,0,42
Ranch Academy,2016,2,117,73,0,0,33
Ranch Academy,2017,1,114,48,0,0,17
Ranch Academy,2018,1,102,49,0,0,16
Rapoport Academy,1999,1,39,34,0,0,0
Rapoport Academy,2000,1,75,71,0,0,0
Rapoport Academy,2001,1,121,113,0,0,2
Rapoport Academy,2002,1,136,126,0,0,6
Rapoport Academy,2003,1,150,137,0,0,9
Rapoport Academy,2004,2,181,164,0,0,15
Rapoport Academy,2005,2,197,178,2,2,15
Rapoport Academy,2006,2,197,164,2,2,18
Rapoport Academy,2007,3,231,191,0,0,12
Rapoport Academy,2008,3,300,244,0,0,17
Rapoport Academy,2009,3,344,255,1,1,24
Rapoport Academy,2010,3,369,264,0,0,25
Rapoport Academy,2011,3,387,268,1,1,24
Rapoport Academy,2012,3,467,273,1,1,25
Rapoport Academy,2013,4,572,344,5,4,28
Rapoport Academy,2014,4,723,455,12,9,35
Rapoport Academy,2015,4,783,505,17,15,45
Rapoport Academy,2016,4,805,538,32,32,52
Rapoport Academy,2017,3,818,558,48,48,55
Rapoport Academy,2018,3,818,565,61,61,63
Raul Yzaguirre School For Success,1999,1,432,268,0,0,0
Raul Yzaguirre School For Success,2000,1,586,468,182,166,31
Raul Yzaguirre School For Success,2001,1,621,464,205,37,47
Raul Yzaguirre School For Success,2002,1,645,561,221,177,54
Raul Yzaguirre School For Success,2003,2,737,688,329,306,54
Raul Yzaguirre School For Success,2004,2,869,799,415,411,64
Raul Yzaguirre School For Success,2005,2,895,858,467,463,68
Raul Yzaguirre School For Success,2006,2,925,925,435,430,66
Raul Yzaguirre School For Success,2007,2,961,919,540,530,75
Raul Yzaguirre School For Success,2008,2,943,920,202,202,62
Raul Yzaguirre School For Success,2009,2,931,891,444,438,60
Raul Yzaguirre School For Success,2010,2,1142,1119,590,588,57
Raul Yzaguirre School For Success,2011,4,1251,1241,585,582,109
Raul Yzaguirre School For Success,2012,4,1249,1209,576,576,95
Raul Yzaguirre School For Success,2013,4,1338,1306,621,646,94
Raul Yzaguirre School For Success,2014,4,1339,1299,633,659,98
Raul Yzaguirre School For Success,2015,4,1290,1262,657,705,91
Raul Yzaguirre School For Success,2016,4,1299,1259,564,606,77
Raul Yzaguirre School For Success,2017,4,1330,1301,668,664,82
Raul Yzaguirre School For Success,2018,4,1289,1265,659,652,77
Raven School,1999,1,224,224,0,0,31
Raven School,2000,1,184,184,0,0,25
Raven School,2001,1,194,194,0,0,34
Raven School,2002,1,201,201,1,1,44
Raven School,2003,1,203,203,0,0,34
Raven School,2004,1,180,180,0,0,39
Raven School,2005,1,168,168,0,0,30
Raven School,2006,1,161,161,0,0,32
Raven School,2007,1,172,172,11,11,29
Raven School,2008,1,171,171,5,5,40
Raven School,2009,1,146,146,0,0,21
Raven School,2010,1,136,136,1,1,24
Raven School,2011,1,110,110,2,2,32
Raven School,2012,1,103,103,1,1,22
Raven School,2013,1,100,100,0,0,28
Raven School,2014,1,78,78,1,1,16
Raven School,2015,1,72,72,6,6,12
Raven School,2016,1,95,95,3,3,28
Raven School,2017,1,89,89,3,3,18
Raven School,2018,1,104,104,0,0,31
Richard Milburn Academy Schools,2000,4,340,71,0,0,10
Richard Milburn Academy Schools,2001,4,456,146,21,0,17
Richard Milburn Academy Schools,2002,6,768,179,0,0,57
Richard Milburn Academy Schools,2003,6,756,366,0,0,65
Richard Milburn Academy Schools,2004,9,1069,502,0,0,113
Richard Milburn Academy Schools,2005,9,1518,840,1,1,140
Richard Milburn Academy Schools,2006,9,1530,921,1,1,142
Richard Milburn Academy Schools,2007,9,1673,981,0,0,120
Richard Milburn Academy Schools,2008,9,1559,964,0,0,117
Richard Milburn Academy Schools,2009,9,1773,1233,0,0,168
Richard Milburn Academy Schools,2010,9,1764,1200,0,6,182
Richard Milburn Academy Schools,2011,8,1464,1036,0,0,174
Richard Milburn Academy Schools,2012,8,1661,1080,0,0,203
Richard Milburn Academy Schools,2013,8,1648,1097,0,0,203
Richard Milburn Academy Schools,2014,8,1640,1090,13,8,175
Richard Milburn Academy Schools,2015,8,1672,1216,9,5,162
Richard Milburn Academy Schools,2016,8,2020,1259,24,14,219
Richard Milburn Academy Schools,2017,10,2219,1606,61,29,237
Richard Milburn Academy Schools,2018,9,2223,1642,112,105,240
Richland Collegiate High School,2007,1,171,0,0,1,1
Richland Collegiate High School,2008,1,324,14,1,1,0
Richland Collegiate High School,2009,1,329,15,2,1,0
Richland Collegiate High School,2010,1,374,40,0,0,0
Richland Collegiate High School,2011,1,395,26,0,0,1
Richland Collegiate High School,2012,1,429,91,0,0,0
Richland Collegiate High School,2013,1,444,65,0,0,0
Richland Collegiate High School,2014,1,458,84,0,1,0
Richland Collegiate High School,2015,1,445,123,1,1,1
Richland Collegiate High School,2016,1,511,100,0,0,3
Richland Collegiate High School,2017,1,572,109,1,1,1
Richland Collegiate High School,2018,1,581,124,0,0,2
Rise Academy,2000,1,30,28,0,0,1
Rise Academy,2001,1,85,78,0,0,5
Rise Academy,2002,1,100,92,0,0,6
Rise Academy,2003,1,117,107,0,0,10
Rise Academy,2004,1,143,137,0,0,13
Rise Academy,2005,1,165,157,0,0,10
Rise Academy,2006,1,182,173,0,0,16
Rise Academy,2007,1,197,186,0,0,20
Rise Academy,2008,1,202,190,0,0,19
Rise Academy,2009,1,231,205,0,0,19
Rise Academy,2010,1,222,189,0,0,19
Rise Academy,2011,1,205,180,0,0,24
Rise Academy,2012,1,220,190,0,0,31
Rise Academy,2013,1,238,201,0,0,28
Rise Academy,2014,1,261,219,0,0,38
Rise Academy,2015,1,267,229,0,0,34
Rise Academy,2016,1,272,241,0,0,38
Rise Academy,2017,1,274,240,0,0,36
Rise Academy,2018,1,307,262,0,0,42
Rylie Faith Family Academy,2000,1,536,225,0,0,0
Rylie Faith Family Academy,2001,1,793,590,8,0,53
Rylie Faith Family Academy,2002,1,781,575,89,91,46
Rylie Faith Family Academy,2003,1,800,602,131,121,85
Saill,2008,1,180,85,22,21,70
Saill,2009,1,166,96,15,15,53
Sam Houston State University Charter,2018,1,140,23,2,2,2
San Antonio Can High School,2002,1,58,0,0,0,0
San Antonio Can High School,2003,1,198,146,0,0,18
San Antonio Can High School,2004,1,387,284,8,7,70
San Antonio Can High School,2005,1,386,229,12,12,73
San Antonio Can High School,2006,1,347,280,10,10,73
San Antonio Can High School,2007,1,406,320,17,16,64
San Antonio Can High School,2008,1,399,307,16,13,53
San Antonio Can High School,2009,1,400,358,49,32,42
San Antonio Can High School,2010,1,377,332,34,34,54
San Antonio Can High School,2011,1,360,312,43,40,43
San Antonio Can High School,2012,1,430,395,33,29,50
San Antonio Can High School,2013,1,435,413,50,50,53
San Antonio Preparatory Academy,2004,1,88,57,0,0,7
San Antonio Preparatory Academy,2005,1,145,95,23,14,18
San Antonio Preparatory Academy,2006,1,180,112,18,14,27
San Antonio Preparatory Academy,2007,1,262,188,9,9,21
San Antonio Preparatory Academy,2008,1,284,126,12,12,20
San Antonio Preparatory Academy,2009,2,772,622,47,48,32
San Antonio Preparatory Academy,2010,2,747,595,64,57,35
San Antonio Preparatory Academy,2011,2,683,613,70,42,22
San Antonio School For Inquiry & Creativity,2001,1,21,9,0,0,0
San Antonio School For Inquiry & Creativity,2002,1,90,3,0,0,7
San Antonio School For Inquiry & Creativity,2003,1,127,76,0,0,13
San Antonio School For Inquiry & Creativity,2004,1,143,40,3,3,19
San Antonio School For Inquiry & Creativity,2005,1,193,43,0,0,22
San Antonio School For Inquiry & Creativity,2006,1,204,195,0,0,41
San Antonio School For Inquiry & Creativity,2007,1,240,226,0,0,35
San Antonio School For Inquiry & Creativity,2008,2,275,255,0,0,39
San Antonio School For Inquiry & Creativity,2009,2,290,277,0,0,48
San Antonio School For Inquiry & Creativity,2010,2,352,305,0,1,51
San Antonio School For Inquiry & Creativity,2011,2,383,348,0,0,53
San Antonio School For Inquiry & Creativity,2012,2,404,379,0,0,59
San Antonio School For Inquiry & Creativity,2013,2,423,386,0,0,53
San Antonio School For Inquiry & Creativity,2014,2,408,368,0,0,51
San Antonio School For Inquiry & Creativity,2015,2,426,373,0,0,65
San Antonio School For Inquiry & Creativity,2016,2,515,509,0,0,58
San Antonio School For Inquiry & Creativity,2017,2,573,549,68,68,88
San Antonio Technology Academy,2002,1,92,92,0,0,16
San Antonio Technology Academy,2003,1,194,192,0,2,17
San Antonio Technology Academy,2004,1,149,134,6,6,19
San Antonio Technology Academy,2005,1,70,48,0,0,7
San Antonio Technology Academy,2006,1,128,114,14,14,20
San Antonio Technology Academy,2007,1,68,57,2,2,11
San Antonio Technology Academy,2008,1,89,76,0,0,14
San Antonio Technology Academy,2009,1,69,64,0,0,6
San Antonio Technology Academy,2010,1,85,76,0,0,7
San Antonio Technology Academy,2011,1,70,65,0,0,11
San Antonio Technology Academy,2012,1,84,73,0,0,11
San Antonio Technology Academy,2013,1,77,72,0,0,10
San Antonio Technology Academy,2014,1,62,57,4,4,8
San Antonio Technology Academy,2015,1,57,55,3,3,6
School Of Excellence In Education,1999,1,389,187,1,0,22
School Of Excellence In Education,2000,2,495,293,0,0,28
School Of Excellence In Education,2001,3,826,554,0,0,26
School Of Excellence In Education,2002,3,1094,647,2,0,65
School Of Excellence In Education,2003,2,691,485,42,38,43
School Of Excellence In Education,2004,2,1014,858,36,36,94
School Of Excellence In Education,2005,4,1481,1171,127,127,175
School Of Excellence In Education,2006,5,1767,1404,86,75,195
School Of Excellence In Education,2007,6,2288,1821,61,54,232
School Of Excellence In Education,2008,7,2658,2091,108,103,267
School Of Excellence In Education,2009,8,2272,1954,86,88,219
School Of Excellence In Education,2010,8,2085,1646,158,161,186
School Of Excellence In Education,2011,8,1624,1349,162,167,144
School Of Excellence In Education,2012,8,1669,1440,186,200,140
School Of Excellence In Education,2013,7,1527,1338,176,172,114
School Of Excellence In Education,2014,7,1384,1281,177,174,94
School Of Excellence In Education,2015,7,1115,1044,172,170,76
School Of Excellence In Education,2016,5,1095,973,199,195,83
School Of Excellence In Education,2017,4,830,774,166,164,51
School Of Excellence In Education,2018,4,667,597,134,133,47
Schools of Science and Technology,2006,1,226,92,1,1,11
Schools of Science and Technology,2007,1,327,99,1,1,10
Schools of Science and Technology,2008,1,405,127,1,1,14
Schools of Science and Technology,2009,2,678,278,4,1,19
Schools of Science and Technology,2010,4,1353,724,15,14,40
Schools of Science and Technology,2011,4,1487,807,40,34,43
Schools of Science and Technology,2012,4,1674,950,75,63,78
Schools of Science and Technology,2013,4,1753,1002,117,100,99
Schools of Science and Technology,2014,4,1869,1062,127,112,110
Schools of Science and Technology,2015,4,1926,1154,118,111,131
Schools of Science and Technology,2016,4,2039,1214,121,120,153
Schools of Science and Technology,2017,6,2772,1513,288,281,183
Schools of Science and Technology,2018,7,3259,2226,349,337,233
Seashore Charter Schools,1997,1,60,0,0,0,5
Seashore Charter Schools,1998,1,109,0,0,0,6
Seashore Charter Schools,1999,1,171,0,0,0,8
Seashore Charter Schools,2000,1,156,0,1,1,14
Seashore Charter Schools,2001,1,147,44,0,0,10
Seashore Charter Schools,2002,1,139,42,1,1,9
Seashore Charter Schools,2003,1,129,25,3,3,7
Seashore Charter Schools,2004,1,173,15,3,3,13
Seashore Charter Schools,2005,1,193,34,2,2,16
Seashore Charter Schools,2006,1,204,32,1,1,17
Seashore Charter Schools,2007,1,229,47,0,0,22
Seashore Charter Schools,2008,2,271,26,4,4,22
Seashore Charter Schools,2009,2,319,12,4,4,25
Seashore Charter Schools,2010,2,345,4,1,1,26
Seashore Charter Schools,2011,2,371,6,3,3,34
Seashore Charter Schools,2012,2,412,10,3,3,29
Seashore Charter Schools,2013,2,433,9,6,6,25
Seashore Charter Schools,2014,2,461,6,8,8,23
Seashore Charter Schools,2015,2,470,6,4,4,30
Seashore Charter Schools,2016,2,476,4,3,3,34
Seashore Charter Schools,2017,2,489,5,8,8,36
Seashore Charter Schools,2018,2,488,9,9,9,40
Sentry Technology Prep School,2000,1,261,234,0,0,0
Sentry Technology Prep School,2001,1,206,206,0,0,2
Sentry Technology Prep School,2002,1,191,191,0,0,0
Sentry Technology Prep School,2003,1,187,123,0,0,6
Sentry Technology Prep School,2004,1,163,149,30,30,15
SER-Niños Charter School,1997,1,150,144,123,122,5
SER-Niños Charter School,1998,1,219,206,192,192,9
SER-Niños Charter School,1999,1,237,219,221,221,8
SER-Niños Charter School,2000,1,258,232,243,243,11
SER-Niños Charter School,2001,1,330,277,308,308,14
SER-Niños Charter School,2002,1,370,266,346,347,17
SER-Niños Charter School,2003,1,376,340,363,363,18
SER-Niños Charter School,2004,1,392,369,374,374,22
SER-Niños Charter School,2005,1,537,499,504,504,24
SER-Niños Charter School,2006,1,507,473,456,456,25
SER-Niños Charter School,2007,1,563,531,498,498,24
SER-Niños Charter School,2008,2,587,547,520,520,31
SER-Niños Charter School,2009,2,607,474,554,554,24
SER-Niños Charter School,2010,2,622,522,531,531,24
SER-Niños Charter School,2011,2,615,556,522,522,18
SER-Niños Charter School,2012,3,831,788,734,781,36
SER-Niños Charter School,2013,3,954,917,847,886,38
SER-Niños Charter School,2014,3,1013,984,888,946,41
SER-Niños Charter School,2015,3,1031,996,936,961,41
SER-Niños Charter School,2016,3,1087,1046,964,1017,41
SER-Niños Charter School,2017,3,1104,1063,1004,1005,42
SER-Niños Charter School,2018,3,1107,1059,957,994,53
Shekinah Radiance Academy,2000,1,138,0,0,0,5
Shekinah Radiance Academy,2001,1,150,111,0,0,8
Shekinah Radiance Academy,2002,3,193,84,0,0,25
Shekinah Radiance Academy,2003,3,363,267,1,1,35
Shekinah Radiance Academy,2004,3,416,347,3,3,48
Shekinah Radiance Academy,2005,3,400,361,20,19,37
Shekinah Radiance Academy,2006,4,800,522,22,22,45
Shekinah Radiance Academy,2007,4,912,675,36,36,73
Shekinah Radiance Academy,2008,5,945,616,44,43,62
Shekinah Radiance Academy,2009,7,948,621,20,48,66
Shekinah Radiance Academy,2010,8,1125,849,67,63,83
Shekinah Radiance Academy,2011,9,1132,822,70,69,75
Shekinah Radiance Academy,2012,8,915,641,49,48,63
Shekinah Radiance Academy,2013,9,890,665,50,49,61
Shekinah Radiance Academy,2014,6,798,558,26,23,49
Shekinah Radiance Academy,2015,6,749,526,35,31,56
Shekinah Radiance Academy,2016,4,486,369,32,30,41
South Plains Academy Charter District,2000,1,143,66,3,1,23
South Plains Academy Charter District,2001,1,142,88,1,0,23
South Plains Academy Charter District,2002,1,155,92,1,1,28
South Plains Academy Charter District,2003,1,192,95,0,0,38
South Plains Academy Charter District,2004,1,201,116,0,0,35
South Plains Academy Charter District,2005,1,190,144,0,0,35
South Plains Academy Charter District,2006,1,136,110,0,0,21
South Plains Academy Charter District,2007,1,181,139,0,0,36
South Plains Academy Charter District,2008,1,133,105,1,1,29
South Plains Academy Charter District,2009,1,121,107,0,0,9
South Plains Academy Charter District,2010,1,181,157,0,0,33
South Plains Academy Charter District,2011,1,207,172,0,0,31
South Plains Academy Charter District,2012,1,180,160,1,1,27
South Plains Academy Charter District,2013,1,188,143,0,0,35
South Plains Academy Charter District,2014,1,225,186,0,0,34
South Plains Academy Charter District,2015,1,204,189,0,0,37
South Plains Academy Charter District,2016,1,200,176,2,2,21
South Plains Academy Charter District,2017,1,202,182,4,4,23
South Plains Academy Charter District,2018,1,198,183,2,2,24
Southwest Preparatory School,1999,1,57,51,0,0,7
Southwest Preparatory School,2000,1,177,58,0,0,19
Southwest Preparatory School,2001,1,231,60,0,0,29
Southwest Preparatory School,2002,2,260,86,0,0,28
Southwest Preparatory School,2003,4,612,325,0,0,87
Southwest Preparatory School,2004,3,694,364,0,0,112
Southwest Preparatory School,2005,4,878,322,0,0,117
Southwest Preparatory School,2006,4,955,602,9,7,129
Southwest Preparatory School,2007,4,948,559,9,7,146
Southwest Preparatory School,2008,4,920,530,14,10,123
Southwest Preparatory School,2009,4,758,523,6,3,105
Southwest Preparatory School,2010,4,805,515,6,2,101
Southwest Preparatory School,2011,4,772,532,10,5,105
Southwest Preparatory School,2012,4,468,325,2,2,66
Southwest Preparatory School,2013,4,508,332,19,11,74
Southwest Preparatory School,2014,5,627,483,77,53,80
Southwest Preparatory School,2015,5,898,721,114,58,100
Southwest Preparatory School,2016,5,891,720,99,64,91
Southwest Preparatory School,2017,6,908,701,109,72,92
Southwest Preparatory School,2018,6,879,685,107,77,95
Southwest Schools,2000,2,241,173,0,0,6
Southwest Schools,2001,2,444,200,136,137,57
Southwest Schools,2002,1,446,104,13,13,24
Southwest Schools,2003,3,475,243,5,4,35
Southwest Schools,2004,4,493,327,107,107,75
Southwest Schools,2005,3,1138,1026,297,229,83
Southwest Schools,2006,5,1137,1041,441,367,58
Southwest Schools,2007,6,1687,1424,646,560,188
Southwest Schools,2008,6,1774,1361,649,603,118
Southwest Schools,2009,5,2292,607,308,268,218
Southwest Schools,2010,6,3594,1942,612,573,284
Southwest Schools,2011,7,3867,1271,641,624,319
Southwest Schools,2012,6,1613,1415,713,692,132
Southwest Schools,2013,6,1728,1573,859,840,111
Southwest Schools,2014,6,1948,1757,916,900,130
Southwest Schools,2015,6,1988,1738,986,950,153
Southwest Schools,2016,6,1853,1723,990,957,168
Southwest Schools,2017,6,1838,1609,1054,1012,163
Southwest Schools,2018,6,2025,1828,1175,1106,161
St Anthony School,2004,1,202,71,0,0,0
St Anthony School,2005,1,205,73,0,0,14
St Anthony School,2006,1,197,76,0,0,9
St Anthony School,2007,1,228,98,0,0,7
St Anthony School,2008,2,231,116,0,0,10
St Anthony School,2009,2,244,102,0,0,7
St Anthony School,2010,2,288,171,0,0,5
St Anthony School,2011,2,290,189,0,0,11
St Anthony School,2012,2,308,231,0,0,20
St Anthony School,2013,2,302,227,0,0,17
St Anthony School,2014,2,311,211,0,0,18
St Anthony School,2015,2,308,222,0,0,22
St Anthony School,2016,2,316,221,0,0,22
St Anthony School,2017,2,313,217,0,0,23
St Anthony School,2018,2,334,228,0,0,21
St Mary's Academy Charter School,2002,1,190,101,0,0,11
St Mary's Academy Charter School,2003,1,208,115,0,0,22
St Mary's Academy Charter School,2004,1,196,151,0,0,28
St Mary's Academy Charter School,2005,1,223,179,0,0,40
St Mary's Academy Charter School,2006,1,224,171,0,0,38
St Mary's Academy Charter School,2007,1,283,203,0,0,35
St Mary's Academy Charter School,2008,1,299,232,0,0,29
St Mary's Academy Charter School,2009,1,319,248,1,1,32
St Mary's Academy Charter School,2010,1,333,259,0,0,35
St Mary's Academy Charter School,2011,1,361,274,5,5,32
St Mary's Academy Charter School,2012,1,396,302,4,4,41
St Mary's Academy Charter School,2013,1,431,333,0,0,31
St Mary's Academy Charter School,2014,1,434,333,2,2,30
St Mary's Academy Charter School,2015,1,450,323,7,7,24
St Mary's Academy Charter School,2016,1,442,350,11,11,26
St Mary's Academy Charter School,2017,1,443,355,10,10,29
St Mary's Academy Charter School,2018,1,457,390,5,5,32
Step Charter School,2007,1,87,87,20,20,6
Step Charter School,2008,1,141,141,33,30,9
Step Charter School,2009,1,172,172,56,52,18
Step Charter School,2010,1,203,183,70,63,17
Step Charter School,2011,1,233,210,95,94,21
Step Charter School,2012,1,250,223,105,104,23
Step Charter School,2013,1,290,266,128,128,28
