"ref_distnm","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"Austin Can Academy Charter School",2013,1,387.00,334.00,89.00,88.00,50.00
"Austin Discovery School",2006,1,137.00,0.00,0.00,0.00,7.00
"Austin Discovery School",2007,1,213.00,0.00,2.00,2.00,13.00
"Austin Discovery School",2008,1,231.00,36.00,18.00,16.00,19.00
"Austin Discovery School",2009,1,235.00,25.00,18.00,16.00,15.00
"Austin Discovery School",2010,1,317.00,55.00,20.00,19.00,16.00
"Austin Discovery School",2011,1,375.00,68.00,15.00,15.00,24.00
"Austin Discovery School",2012,1,400.00,54.00,16.00,16.00,22.00
"Austin Discovery School",2013,1,395.00,84.00,14.00,13.00,30.00
"Austin Discovery School",2014,1,374.00,77.00,9.00,8.00,31.00
"Austin Discovery School",2015,1,491.00,102.00,12.00,10.00,34.00
"Austin Discovery School",2016,1,543.00,101.00,18.00,20.00,42.00
"Austin Discovery School",2017,1,556.00,65.00,15.00,15.00,47.00
"Austin Discovery School",2018,1,524.00,130.00,10.00,10.00,47.00
"Austin Discovery School",2019,1,508.00,101.00,5.00,5.00,45.00
"Austin Discovery School",2020,1,451.00,79.00,0.00,0.00,53.00
"Azleway Charter School",2002,1,71.00,68.00,0.00,0.00,48.00
"Azleway Charter School",2003,1,81.00,81.00,0.00,0.00,43.00
"Azleway Charter School",2004,1,88.00,88.00,0.00,0.00,62.00
"Azleway Charter School",2005,1,91.00,91.00,0.00,0.00,65.00
"Azleway Charter School",2006,1,91.00,91.00,0.00,0.00,71.00
"Azleway Charter School",2007,1,87.00,87.00,0.00,0.00,57.00
"Azleway Charter School",2008,2,133.00,131.00,0.00,0.00,66.00
"Azleway Charter School",2009,2,122.00,122.00,0.00,0.00,80.00
"Azleway Charter School",2010,2,139.00,138.00,0.00,0.00,94.00
"Azleway Charter School",2011,2,130.00,130.00,0.00,0.00,71.00
"Azleway Charter School",2012,2,134.00,132.00,0.00,0.00,71.00
"Azleway Charter School",2013,2,161.00,161.00,0.00,0.00,95.00
"Azleway Charter School",2014,2,162.00,156.00,0.00,0.00,81.00
"Basis Texas",2014,1,508.00,28.00,0.00,0.00,12.00
"Basis Texas",2015,2,1052.00,0.00,2.00,2.00,0.00
"Basis Texas",2016,2,1305.00,88.00,7.00,7.00,16.00
"Basis Texas",2017,2,1384.00,103.00,33.00,44.00,15.00
"Basis Texas",2018,3,2452.00,104.00,178.00,150.00,40.00
"Basis Texas",2019,3,2597.00,142.00,368.00,281.00,31.00
"Basis Texas",2020,3,2579.00,189.00,380.00,319.00,53.00
"Bay Area Charter Inc",1999,1,147.00,22.00,4.00,0.00,8.00
"Bay Area Charter Inc",2000,1,157.00,32.00,7.00,0.00,15.00
"Bay Area Charter Inc",2001,2,215.00,32.00,8.00,8.00,18.00
"Bay Area Charter Inc",2002,2,237.00,22.00,15.00,12.00,15.00
"Bay Area Charter Inc",2003,2,242.00,73.00,1.00,8.00,15.00
"Bay Area Charter Inc",2004,2,277.00,80.00,15.00,16.00,25.00
"Bay Area Charter Inc",2005,3,303.00,98.00,27.00,27.00,40.00
"Bay Area Charter Inc",2006,3,338.00,119.00,19.00,20.00,36.00
"Bay Area Charter Inc",2007,3,295.00,110.00,14.00,13.00,35.00
"Bay Area Charter Inc",2008,3,289.00,90.00,19.00,18.00,40.00
"Bay Area Charter Inc",2009,3,328.00,122.00,18.00,18.00,48.00
"Bay Area Charter Inc",2010,3,366.00,128.00,27.00,27.00,57.00
"Bay Area Charter Inc",2011,3,367.00,124.00,24.00,24.00,62.00
"Bay Area Charter Inc",2012,3,373.00,128.00,26.00,25.00,65.00
"Bay Area Charter Inc",2013,3,360.00,122.00,25.00,25.00,56.00
"Bay Area Charter Inc",2014,3,416.00,148.00,21.00,21.00,67.00
"Bay Area Charter Inc",2015,3,419.00,145.00,15.00,15.00,57.00
"Beatrice Mayes Institute Charter S",2019,1,462.00,292.00,0.00,0.00,34.00
"Beatrice Mayes Institute Charter School",2002,1,236.00,156.00,0.00,0.00,4.00
"Beatrice Mayes Institute Charter School",2003,1,270.00,174.00,0.00,0.00,11.00
"Beatrice Mayes Institute Charter School",2004,1,286.00,180.00,0.00,0.00,15.00
"Beatrice Mayes Institute Charter School",2005,1,321.00,193.00,0.00,0.00,19.00
"Beatrice Mayes Institute Charter School",2006,1,340.00,192.00,0.00,0.00,23.00
"Beatrice Mayes Institute Charter School",2007,1,347.00,256.00,0.00,0.00,26.00
"Beatrice Mayes Institute Charter School",2008,1,372.00,266.00,0.00,0.00,27.00
"Beatrice Mayes Institute Charter School",2009,1,416.00,291.00,0.00,0.00,23.00
"Beatrice Mayes Institute Charter School",2010,1,415.00,309.00,0.00,0.00,24.00
"Beatrice Mayes Institute Charter School",2011,1,430.00,346.00,0.00,0.00,28.00
"Beatrice Mayes Institute Charter School",2012,1,443.00,352.00,0.00,0.00,30.00
"Beatrice Mayes Institute Charter School",2013,1,450.00,346.00,0.00,0.00,29.00
"Beatrice Mayes Institute Charter School",2014,1,424.00,318.00,0.00,0.00,28.00
"Beatrice Mayes Institute Charter School",2015,1,472.00,324.00,0.00,0.00,31.00
"Beatrice Mayes Institute Charter School",2016,1,455.00,350.00,0.00,0.00,41.00
"Beatrice Mayes Institute Charter School",2017,1,482.00,360.00,0.00,0.00,39.00
"Beatrice Mayes Institute Charter School",2018,1,445.00,327.00,0.00,0.00,31.00
"Beatrice Mayes Institute Charter School",2020,1,472.00,331.00,0.00,0.00,27.00
"Benji's Special Educational Academy",2000,1,136.00,135.00,0.00,0.00,47.00
"Benji's Special Educational Academy",2001,1,214.00,214.00,0.00,0.00,34.00
"Benji's Special Educational Academy",2002,1,356.00,356.00,0.00,0.00,61.00
"Benji's Special Educational Academy",2003,1,411.00,399.00,0.00,0.00,69.00
"Benji's Special Educational Academy",2004,1,402.00,401.00,0.00,0.00,61.00
"Benji's Special Educational Academy",2005,1,496.00,484.00,1.00,0.00,78.00
"Benji's Special Educational Academy",2006,1,611.00,537.00,1.00,0.00,81.00
"Benji's Special Educational Academy",2007,1,635.00,625.00,1.00,0.00,94.00
"Benji's Special Educational Academy",2008,1,560.00,559.00,0.00,0.00,90.00
"Benji's Special Educational Academy",2009,1,520.00,414.00,0.00,0.00,83.00
"Benji's Special Educational Academy",2010,1,496.00,291.00,0.00,0.00,98.00
"Benji's Special Educational Academy",2011,1,268.00,223.00,0.00,0.00,31.00
"Beta Academy",2016,1,467.00,286.00,110.00,93.00,14.00
"Beta Academy",2017,1,542.00,344.00,138.00,118.00,22.00
"Beta Academy",2018,1,549.00,212.00,110.00,103.00,27.00
"Beta Academy",2019,1,655.00,446.00,127.00,123.00,58.00
"Beta Academy",2020,1,885.00,601.00,193.00,26.00,72.00
"Betty M Condra School For Educatio",2020,1,64.00,47.00,0.00,0.00,18.00
"Bexar County Academy",2000,1,82.00,8.00,0.00,0.00,0.00
"Bexar County Academy",2001,1,115.00,98.00,0.00,0.00,11.00
"Bexar County Academy",2002,1,284.00,176.00,21.00,21.00,21.00
"Bexar County Academy",2003,1,285.00,206.00,32.00,10.00,19.00
"Bexar County Academy",2004,1,424.00,254.00,32.00,31.00,36.00
"Bexar County Academy",2005,1,514.00,503.00,56.00,55.00,42.00
"Bexar County Academy",2006,1,524.00,512.00,47.00,44.00,34.00
"Bexar County Academy",2007,1,501.00,487.00,64.00,57.00,42.00
"Bexar County Academy",2008,1,504.00,484.00,66.00,59.00,26.00
"Bexar County Academy",2009,1,485.00,428.00,88.00,82.00,22.00
"Bexar County Academy",2010,1,482.00,462.00,100.00,94.00,24.00
"Bexar County Academy",2011,1,509.00,492.00,81.00,79.00,34.00
"Bexar County Academy",2012,1,502.00,474.00,95.00,101.00,47.00
"Bexar County Academy",2013,1,458.00,134.00,89.00,90.00,43.00
"Bexar County Academy",2014,1,505.00,177.00,102.00,95.00,58.00
"Bexar County Academy",2015,1,432.00,367.00,87.00,83.00,51.00
"Bexar County Academy",2016,1,444.00,391.00,87.00,84.00,58.00
"Bexar County Academy",2017,1,368.00,363.00,61.00,59.00,42.00
"Bexar County Academy",2018,1,374.00,360.00,96.00,93.00,39.00
"Bexar County Academy",2019,1,349.00,328.00,76.00,76.00,33.00
"Bexar County Academy",2020,1,355.00,353.00,87.00,86.00,33.00
"Big Springs Charter School",2002,1,16.00,15.00,0.00,0.00,14.00
"Big Springs Charter School",2003,1,15.00,14.00,0.00,0.00,13.00
"Big Springs Charter School",2004,1,28.00,23.00,0.00,0.00,21.00
"Big Springs Charter School",2005,1,66.00,48.00,0.00,0.00,36.00
"Big Springs Charter School",2006,2,79.00,69.00,2.00,2.00,53.00
"Big Springs Charter School",2007,2,101.00,97.00,0.00,0.00,80.00
"Big Springs Charter School",2008,2,115.00,109.00,5.00,5.00,100.00
"Big Springs Charter School",2009,2,117.00,108.00,0.00,0.00,106.00
"Big Springs Charter School",2010,2,124.00,120.00,1.00,1.00,96.00
"Big Springs Charter School",2011,2,144.00,137.00,2.00,2.00,85.00
"Big Springs Charter School",2012,2,171.00,163.00,1.00,1.00,120.00
"Big Springs Charter School",2013,2,165.00,152.00,6.00,3.00,100.00
"Big Springs Charter School",2014,2,186.00,171.00,4.00,3.00,94.00
"Big Springs Charter School",2015,2,231.00,160.00,4.00,4.00,98.00
"Big Springs Charter School",2016,2,205.00,187.00,3.00,3.00,99.00
"Big Springs Charter School",2017,2,204.00,188.00,1.00,1.00,91.00
"Big Springs Charter School",2018,2,233.00,207.00,4.00,4.00,99.00
"Big Springs Charter School",2019,2,227.00,197.00,10.00,10.00,102.00
"Big Springs Charter School",2020,2,223.00,190.00,10.00,0.00,106.00
"Bloom Academy Charter School",2020,1,41.00,31.00,0.00,0.00,0.00
"Bob Hope School",2011,1,204.00,177.00,0.00,0.00,29.00
"Bob Hope School",2012,1,245.00,223.00,23.00,12.00,25.00
"Bob Hope School",2013,1,243.00,222.00,15.00,10.00,17.00
"Bob Hope School",2014,1,246.00,228.00,20.00,14.00,10.00
"Bob Hope School",2015,1,447.00,399.00,77.00,41.00,22.00
"Bob Hope School",2016,1,516.00,451.00,108.00,66.00,25.00
"Bob Hope School",2017,2,850.00,779.00,336.00,332.00,35.00
"Bob Hope School",2018,2,976.00,874.00,451.00,439.00,43.00
"Bob Hope School",2019,3,1451.00,1167.00,663.00,829.00,49.00
"Bob Hope School",2020,3,1943.00,1768.00,896.00,0.00,55.00
"Brazos River Charter School",2001,1,57.00,31.00,0.00,0.00,0.00
"Brazos River Charter School",2002,1,81.00,41.00,0.00,0.00,9.00
"Brazos River Charter School",2003,1,114.00,60.00,0.00,0.00,26.00
"Brazos River Charter School",2004,1,125.00,61.00,0.00,0.00,17.00
"Brazos River Charter School",2005,1,137.00,70.00,0.00,0.00,34.00
"Brazos River Charter School",2006,1,137.00,73.00,0.00,0.00,27.00
"Brazos River Charter School",2007,1,135.00,69.00,0.00,0.00,24.00
"Brazos River Charter School",2008,1,138.00,70.00,0.00,0.00,24.00
"Brazos River Charter School",2009,1,137.00,72.00,0.00,0.00,27.00
"Brazos River Charter School",2010,1,157.00,95.00,0.00,0.00,35.00
"Brazos River Charter School",2011,1,130.00,86.00,0.00,0.00,23.00
"Brazos River Charter School",2012,1,194.00,125.00,0.00,0.00,19.00
"Brazos River Charter School",2013,1,226.00,127.00,0.00,0.00,37.00
"Brazos River Charter School",2014,1,206.00,123.00,0.00,0.00,29.00
"Brazos River Charter School",2015,1,238.00,138.00,0.00,0.00,36.00
"Brazos River Charter School",2016,1,246.00,123.00,1.00,1.00,33.00
"Brazos River Charter School",2017,1,228.00,128.00,0.00,0.00,35.00
"Brazos River Charter School",2018,1,236.00,153.00,0.00,0.00,25.00
"Brazos River Charter School",2019,1,238.00,150.00,0.00,0.00,38.00
"Brazos River Charter School",2020,1,242.00,160.00,0.00,0.00,46.00
"Brazos School For Inquiry & Creati",2019,2,411.00,396.00,125.00,124.00,10.00
"Brazos School For Inquiry & Creatitivity",2000,1,70.00,0.00,0.00,0.00,9.00
"Brazos School For Inquiry & Creatitivity",2001,1,86.00,44.00,0.00,0.00,8.00
"Brazos School For Inquiry & Creatitivity",2002,1,146.00,98.00,0.00,0.00,4.00
"Brazos School For Inquiry & Creatitivity",2003,1,129.00,91.00,0.00,0.00,19.00
"Brazos School For Inquiry & Creatitivity",2004,1,88.00,68.00,0.00,0.00,26.00
"Brazos School For Inquiry & Creatitivity",2005,3,264.00,234.00,0.00,66.00,27.00
"Brazos School For Inquiry & Creatitivity",2006,4,355.00,333.00,0.00,0.00,16.00
"Brazos School For Inquiry & Creatitivity",2007,3,298.00,266.00,63.00,63.00,24.00
"Brazos School For Inquiry & Creatitivity",2008,4,458.00,402.00,15.00,13.00,22.00
"Brazos School For Inquiry & Creatitivity",2009,4,461.00,437.00,67.00,40.00,35.00
"Brazos School For Inquiry & Creatitivity",2010,4,490.00,472.00,70.00,51.00,51.00
"Brazos School For Inquiry & Creatitivity",2011,4,494.00,467.00,56.00,37.00,50.00
"Brazos School For Inquiry & Creatitivity",2012,4,453.00,426.00,81.00,69.00,30.00
"Brazos School For Inquiry & Creatitivity",2013,3,448.00,420.00,78.00,76.00,37.00
"Brazos School For Inquiry & Creatitivity",2014,3,478.00,447.00,83.00,76.00,36.00
"Brazos School For Inquiry & Creatitivity",2015,3,434.00,398.00,89.00,82.00,27.00
"Brazos School For Inquiry & Creatitivity",2016,3,417.00,395.00,97.00,92.00,34.00
"Brazos School For Inquiry & Creatitivity",2017,3,387.00,355.00,69.00,65.00,39.00
"Brazos School For Inquiry & Creatitivity",2018,3,394.00,370.00,95.00,92.00,25.00
"Brazos School For Inquiry & Creatitivity",2020,2,375.00,364.00,135.00,130.00,36.00
"Bridgeway Preparatory Academy",2019,1,23.00,5.00,5.00,5.00,5.00
"Bridgeway Preparatory Academy",2020,1,81.00,42.00,12.00,5.00,14.00
"Bright Ideas Charter",1999,1,67.00,3.00,0.00,0.00,0.00
"Bright Ideas Charter",2000,1,67.00,0.00,0.00,0.00,0.00
"Bright Ideas Charter",2001,1,69.00,35.00,0.00,0.00,0.00
"Bright Ideas Charter",2002,1,81.00,37.00,0.00,0.00,3.00
"Bright Ideas Charter",2003,1,159.00,63.00,0.00,0.00,10.00
"Bright Ideas Charter",2004,1,173.00,87.00,0.00,0.00,14.00
"Bright Ideas Charter",2005,1,156.00,64.00,0.00,0.00,9.00
"Bright Ideas Charter",2006,1,168.00,78.00,0.00,0.00,10.00
"Bright Ideas Charter",2007,1,173.00,71.00,0.00,0.00,9.00
"Bright Ideas Charter",2008,1,161.00,71.00,0.00,0.00,6.00
"Bright Ideas Charter",2009,1,166.00,79.00,0.00,0.00,4.00
"Bright Ideas Charter",2010,1,197.00,54.00,0.00,0.00,9.00
"Bright Ideas Charter",2011,1,187.00,55.00,0.00,0.00,6.00
"Bright Ideas Charter",2012,1,192.00,96.00,0.00,0.00,14.00
"Bright Ideas Charter",2013,1,168.00,85.00,0.00,0.00,18.00
"Bright Ideas Charter",2014,1,159.00,97.00,0.00,0.00,16.00
"Bright Ideas Charter",2015,1,115.00,60.00,0.00,0.00,13.00
"Brooks Academies Of Texas",2019,4,3322.00,2363.00,261.00,249.00,220.00
"Brooks Academy Of Science And Engineering",2007,1,235.00,153.00,0.00,0.00,9.00
"Brooks Academy Of Science And Engineering",2008,1,451.00,231.00,16.00,6.00,16.00
"Brooks Academy Of Science And Engineering",2009,1,602.00,327.00,9.00,1.00,22.00
"Brooks Academy Of Science And Engineering",2010,1,686.00,391.00,46.00,0.00,27.00
"Brooks Academy Of Science And Engineering",2011,1,638.00,261.00,13.00,0.00,28.00
"Brooks Academy Of Science And Engineering",2012,1,1018.00,701.00,16.00,16.00,38.00
"Brooks Academy Of Science And Engineering",2013,1,1208.00,796.00,50.00,40.00,54.00
"Brooks Academy Of Science And Engineering",2014,1,1509.00,874.00,111.00,95.00,69.00
"Brooks Academy Of Science And Engineering",2015,3,1776.00,1226.00,125.00,112.00,72.00
"Brooks Academy Of Science And Engineering",2016,3,1785.00,1148.00,152.00,139.00,78.00
"Brooks Academy Of Science And Engineering",2017,4,1961.00,1326.00,132.00,128.00,107.00
"Brooks Academy Of Science And Engineering",2018,4,2898.00,2003.00,199.00,195.00,165.00
"Brooks Academy Of Science And Engineering",2020,4,3306.00,2439.00,203.00,194.00,411.00
"Burnham Wood Charter School Distri",2019,2,850.00,485.00,265.00,84.00,50.00
"Burnham Wood Charter School Distri",2020,1,154.00,65.00,60.00,93.00,5.00
"Burnham Wood Charter School District",1999,1,92.00,22.00,0.00,0.00,5.00
"Burnham Wood Charter School District",2000,1,115.00,39.00,0.00,0.00,4.00
"Burnham Wood Charter School District",2001,1,169.00,48.00,3.00,0.00,10.00
"Burnham Wood Charter School District",2002,2,195.00,60.00,47.00,0.00,9.00
"Burnham Wood Charter School District",2003,2,250.00,73.00,82.00,77.00,21.00
"Burnham Wood Charter School District",2004,1,220.00,94.00,43.00,43.00,23.00
"Burnham Wood Charter School District",2005,1,217.00,85.00,25.00,25.00,27.00
"Burnham Wood Charter School District",2006,1,261.00,112.00,32.00,31.00,36.00
"Burnham Wood Charter School District",2007,2,393.00,172.00,34.00,25.00,46.00
"Burnham Wood Charter School District",2008,2,590.00,259.00,111.00,90.00,66.00
"Burnham Wood Charter School District",2009,2,685.00,327.00,128.00,128.00,60.00
"Burnham Wood Charter School District",2010,2,782.00,417.00,114.00,114.00,44.00
"Burnham Wood Charter School District",2011,2,892.00,455.00,165.00,140.00,47.00
"Burnham Wood Charter School District",2012,2,871.00,403.00,153.00,117.00,47.00
"Burnham Wood Charter School District",2013,2,856.00,406.00,160.00,126.00,38.00
"Burnham Wood Charter School District",2014,2,914.00,419.00,152.00,129.00,38.00
"Burnham Wood Charter School District",2015,2,968.00,495.00,222.00,197.00,39.00
"Burnham Wood Charter School District",2016,2,1031.00,535.00,269.00,236.00,46.00
"Burnham Wood Charter School District",2017,2,963.00,394.00,273.00,237.00,52.00
"Burnham Wood Charter School District",2018,2,830.00,279.00,247.00,205.00,44.00
"Burnham Wood Charter School District",2020,2,925.00,530.00,343.00,145.00,36.00
"C O R E Academy",2014,1,74.00,70.00,0.00,0.00,10.00
"C O R E Academy",2015,1,343.00,303.00,3.00,3.00,40.00
"C O R E Academy",2016,1,509.00,451.00,3.00,3.00,44.00
"C O R E Academy",2017,1,478.00,443.00,3.00,3.00,42.00
"Calvin Nelms Charter Schools",2000,1,53.00,0.00,0.00,0.00,0.00
"Calvin Nelms Charter Schools",2001,1,168.00,2.00,10.00,10.00,8.00
"Calvin Nelms Charter Schools",2002,1,150.00,24.00,4.00,0.00,14.00
"Calvin Nelms Charter Schools",2003,2,157.00,32.00,1.00,0.00,8.00
"Calvin Nelms Charter Schools",2004,2,145.00,37.00,1.00,0.00,15.00
"Calvin Nelms Charter Schools",2005,3,171.00,57.00,0.00,0.00,34.00
"Calvin Nelms Charter Schools",2006,4,181.00,58.00,0.00,0.00,26.00
"Calvin Nelms Charter Schools",2007,4,274.00,60.00,0.00,0.00,34.00
"Calvin Nelms Charter Schools",2008,5,335.00,59.00,0.00,0.00,27.00
"Calvin Nelms Charter Schools",2009,5,280.00,63.00,0.00,0.00,32.00
"Calvin Nelms Charter Schools",2010,3,297.00,91.00,0.00,0.00,27.00
"Calvin Nelms Charter Schools",2011,3,260.00,71.00,0.00,0.00,25.00
"Calvin Nelms Charter Schools",2012,3,247.00,54.00,2.00,2.00,28.00
"Calvin Nelms Charter Schools",2013,2,253.00,74.00,2.00,2.00,26.00
"Calvin Nelms Charter Schools",2014,2,284.00,85.00,7.00,7.00,29.00
"Calvin Nelms Charter Schools",2015,2,303.00,84.00,5.00,5.00,23.00
"Calvin Nelms Charter Schools",2016,2,307.00,116.00,7.00,7.00,21.00
"Calvin Nelms Charter Schools",2017,2,319.00,141.00,10.00,8.00,18.00
"Calvin Nelms Charter Schools",2018,2,311.00,142.00,10.00,10.00,20.00
"Calvin Nelms Charter Schools",2019,2,322.00,148.00,10.00,10.00,20.00
"Calvin Nelms Charter Schools",2020,2,314.00,146.00,10.00,10.00,10.00
"Career Plus Learning Academy",2000,1,23.00,20.00,1.00,1.00,8.00
"Career Plus Learning Academy",2001,1,15.00,12.00,0.00,0.00,3.00
"Career Plus Learning Academy",2002,1,29.00,29.00,0.00,0.00,9.00
"Career Plus Learning Academy",2003,1,35.00,35.00,0.00,0.00,11.00
"Career Plus Learning Academy",2004,1,46.00,46.00,0.00,0.00,6.00
"Career Plus Learning Academy",2005,1,43.00,43.00,0.00,0.00,15.00
"Career Plus Learning Academy",2006,1,92.00,92.00,0.00,0.00,19.00
"Carpe Diem Schools",2016,1,244.00,150.00,6.00,0.00,40.00
"Carpe Diem Schools",2017,1,262.00,163.00,0.00,0.00,29.00
"Carpe Diem Schools",2018,1,226.00,134.00,3.00,0.00,25.00
"Cedars International Academy",2002,1,48.00,0.00,0.00,0.00,1.00
"Cedars International Academy",2003,1,98.00,42.00,0.00,0.00,8.00
"Cedars International Academy",2004,1,130.00,65.00,0.00,0.00,12.00
"Cedars International Academy",2005,1,154.00,78.00,3.00,3.00,10.00
"Cedars International Academy",2006,1,155.00,95.00,5.00,5.00,19.00
"Cedars International Academy",2007,1,188.00,123.00,7.00,7.00,27.00
"Cedars International Academy",2008,1,160.00,112.00,11.00,10.00,23.00
"Cedars International Academy",2009,1,182.00,129.00,22.00,22.00,25.00
"Cedars International Academy",2010,1,217.00,203.00,39.00,39.00,22.00
"Cedars International Academy",2011,1,221.00,193.00,40.00,38.00,17.00
"Cedars International Academy",2012,1,250.00,205.00,58.00,56.00,13.00
"Cedars International Academy",2013,1,308.00,252.00,102.00,99.00,18.00
"Cedars International Academy",2014,1,353.00,330.00,120.00,119.00,17.00
"Cedars International Academy",2015,1,392.00,325.00,127.00,126.00,15.00
"Cedars International Academy",2016,1,390.00,352.00,174.00,173.00,21.00
"Cedars International Academy",2017,2,455.00,322.00,193.00,193.00,36.00
"Cedars International Academy",2018,2,501.00,445.00,205.00,205.00,44.00
"Cedars International Academy",2019,2,548.00,476.00,227.00,227.00,48.00
"Cedars International Academy",2020,2,501.00,427.00,221.00,221.00,49.00
"Chaparral Star Academy",1999,1,30.00,0.00,0.00,0.00,0.00
